asset,XAUUSD
date,2026-05-18
n_prior_sessions,32
last_bar_date,2026-05-15
prev_close_full,4538.45
prev_open_full,4649.18
prev_high_full,4665.4
prev_low_full,4511.74
atr14_full,107.195
rsi2_full,0.0
d_full_P,4571.8633
d_full_R1,4631.9867
d_full_S1,4478.3267
d_full_R2,4725.5233
d_full_S2,4418.2033
d_full_R3,4785.6467
d_full_S3,4324.6667
prev_open_cash,4549.03
prev_high_cash,4566.52
prev_low_cash,4511.74
prev_close_cash,4546.06
atr14_cash,86.2686
rsi2_cash,0.0
d_cash_P,4541.44
d_cash_R1,4571.14
d_cash_S1,4516.36
d_cash_R2,4596.22
d_cash_S2,4486.66
d_cash_R3,4625.92
d_cash_S3,4461.58
w_full_period,2026-W20
w_full_P,4607.8533
w_full_R1,4703.9667
w_full_S1,4442.3367
w_full_R2,4869.4833
w_full_S2,4346.2233
w_full_R3,4965.5967
w_full_S3,4180.7067
w_cash_period,2026-W20
w_cash_P,4602.1
w_cash_R1,4692.46
w_cash_S1,4455.7
w_cash_R2,4838.86
w_cash_S2,4365.34
w_cash_R3,4929.22
w_cash_S3,4218.94
m_full_period,2026-04
m_full_P,4673.69
m_full_R1,4837.19
m_full_S1,4458.18
m_full_R2,5052.7
m_full_S2,4294.68
m_full_R3,5216.2
m_full_S3,4079.17
m_cash_period,2026-04
m_cash_P,4670.91
m_cash_R1,4831.63
m_cash_S1,4456.29
m_cash_R2,5046.25
m_cash_S2,4295.57
m_cash_R3,5206.97
m_cash_S3,4080.95
swing_high_5d_full,4773.37
swing_low_5d_full,4511.74
swing_high_25d_full,4889.2
swing_low_25d_full,4500.66
swing_high_5d_cash,4748.5
swing_low_5d_cash,4511.74
swing_high_25d_cash,4885.53
swing_low_25d_cash,4500.66
