asset,XAUUSD
date,2026-06-15
n_prior_sessions,52
last_bar_date,2026-06-12
prev_close_full,4216.99
prev_open_full,4217.12
prev_high_full,4246.39
prev_low_full,4170.25
atr14_full,118.8321
rsi2_full,100.0
d_full_P,4211.21
d_full_R1,4252.17
d_full_S1,4176.03
d_full_R2,4287.35
d_full_S2,4135.07
d_full_R3,4328.31
d_full_S3,4099.89
prev_open_cash,4203.01
prev_high_cash,4235.63
prev_low_cash,4177.15
prev_close_cash,4210.75
atr14_cash,98.7493
rsi2_cash,100.0
d_cash_P,4207.8433
d_cash_R1,4238.5367
d_cash_S1,4180.0567
d_cash_R2,4266.3233
d_cash_S2,4149.3633
d_cash_R3,4297.0167
d_cash_S3,4121.5767
w_full_period,2026-W24
w_full_P,4201.48
w_full_R1,4379.05
w_full_S1,4039.42
w_full_R2,4541.11
w_full_S2,3861.85
w_full_R3,4718.68
w_full_S3,3699.79
w_cash_period,2026-W24
w_cash_P,4209.1067
w_cash_R1,4365.1833
w_cash_S1,4054.6733
w_cash_R2,4519.6167
w_cash_S2,3898.5967
w_cash_R3,4675.6933
w_cash_S3,3744.1633
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4363.54
swing_low_5d_full,4023.91
swing_high_25d_full,4773.37
swing_low_25d_full,4023.91
swing_high_5d_cash,4363.54
swing_low_5d_cash,4053.03
swing_high_25d_cash,4748.5
swing_low_25d_cash,4053.03
