asset,XAUUSD
date,2026-07-06
n_prior_sessions,67
last_bar_date,2026-07-03
prev_close_full,4174.97
prev_open_full,4126.09
prev_high_full,4195.34
prev_low_full,4121.17
atr14_full,108.7257
rsi2_full,100.0
d_full_P,4163.8267
d_full_R1,4206.4833
d_full_S1,4132.3133
d_full_R2,4237.9967
d_full_S2,4089.6567
d_full_R3,4280.6533
d_full_S3,4058.1433
prev_open_cash,4171.5
prev_high_cash,4176.47
prev_low_cash,4155.36
prev_close_cash,4174.97
atr14_cash,81.4479
rsi2_cash,100.0
d_cash_P,4168.9333
d_cash_R1,4182.5067
d_cash_S1,4161.3967
d_cash_R2,4190.0433
d_cash_S2,4147.8233
d_cash_R3,4203.6167
d_cash_S3,4140.2867
w_full_period,2026-W27
w_full_P,4104.4633
w_full_R1,4265.8467
w_full_S1,4013.5867
w_full_R2,4356.7233
w_full_S2,3852.2033
w_full_R3,4518.1067
w_full_S3,3761.3267
w_cash_period,2026-W27
w_cash_P,4117.3667
w_cash_R1,4234.0733
w_cash_S1,4058.2633
w_cash_R2,4293.1767
w_cash_S2,3941.5567
w_cash_R3,4409.8833
w_cash_S3,3882.4533
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4195.34
swing_low_5d_full,3943.08
swing_high_25d_full,4545.87
swing_low_25d_full,3943.08
swing_high_5d_cash,4176.47
swing_low_5d_cash,4000.66
swing_high_25d_cash,4515.44
swing_low_25d_cash,3959.13
