asset,XAUUSD
date,2026-05-26
n_prior_sessions,38
last_bar_date,2026-05-25
prev_close_full,4570.93
prev_open_full,4543.26
prev_high_full,4579.96
prev_low_full,4541.09
atr14_full,98.6564
rsi2_full,63.7411
d_full_P,4563.9933
d_full_R1,4586.8967
d_full_S1,4548.0267
d_full_R2,4602.8633
d_full_S2,4525.1233
d_full_R3,4625.7667
d_full_S3,4509.1567
prev_open_cash,4561.79
prev_high_cash,4577.75
prev_low_cash,4560.0
prev_close_cash,4570.93
atr14_cash,77.2371
rsi2_cash,64.3937
d_cash_P,4569.56
d_cash_R1,4579.12
d_cash_S1,4561.37
d_cash_R2,4587.31
d_cash_S2,4551.81
d_cash_R3,4596.87
d_cash_S3,4543.62
w_full_period,2026-W21
w_full_P,4516.4567
w_full_R1,4579.2833
w_full_S1,4443.9033
w_full_R2,4651.8367
w_full_S2,4381.0767
w_full_R3,4714.6633
w_full_S3,4308.5233
w_cash_period,2026-W21
w_cash_P,4519.18
w_cash_R1,4573.41
w_cash_S1,4454.09
w_cash_R2,4638.5
w_cash_S2,4399.86
w_cash_R3,4692.73
w_cash_S3,4334.77
m_full_period,2026-04
m_full_P,4673.69
m_full_R1,4837.19
m_full_S1,4458.18
m_full_R2,5052.7
m_full_S2,4294.68
m_full_R3,5216.2
m_full_S3,4079.17
m_cash_period,2026-04
m_cash_P,4670.91
m_cash_R1,4831.63
m_cash_S1,4456.29
m_cash_R2,5046.25
m_cash_S2,4295.57
m_cash_R3,5206.97
m_cash_S3,4080.95
swing_high_5d_full,4589.01
swing_low_5d_full,4453.63
swing_high_25d_full,4833.05
swing_low_25d_full,4453.63
swing_high_5d_cash,4577.75
swing_low_5d_cash,4464.95
swing_high_25d_cash,4794.43
swing_low_25d_cash,4464.95
