asset,XAUUSD
date,2026-07-13
n_prior_sessions,72
last_bar_date,2026-07-10
prev_close_full,4119.23
prev_open_full,4124.94
prev_high_full,4134.83
prev_low_full,4072.89
atr14_full,101.8964
rsi2_full,91.1024
d_full_P,4108.9833
d_full_R1,4145.0767
d_full_S1,4083.1367
d_full_R2,4170.9233
d_full_S2,4047.0433
d_full_R3,4207.0167
d_full_S3,4021.1967
prev_open_cash,4087.62
prev_high_cash,4115.52
prev_low_cash,4072.89
prev_close_cash,4108.5
atr14_cash,76.68
rsi2_cash,75.1733
d_cash_P,4098.97
d_cash_R1,4125.05
d_cash_S1,4082.42
d_cash_R2,4141.6
d_cash_S2,4056.34
d_cash_R3,4167.68
d_cash_S3,4039.79
w_full_period,2026-W28
w_full_P,4114.5633
w_full_R1,4207.3767
w_full_S1,4026.4167
w_full_R2,4295.5233
w_full_S2,3933.6033
w_full_R3,4388.3367
w_full_S3,3845.4567
w_cash_period,2026-W28
w_cash_P,4103.59
w_cash_R1,4185.43
w_cash_S1,4026.66
w_cash_R2,4262.36
w_cash_S2,3944.82
w_cash_R3,4344.2
w_cash_S3,3867.89
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4202.71
swing_low_5d_full,4021.75
swing_high_25d_full,4382.22
swing_low_25d_full,3943.08
swing_high_5d_cash,4180.52
swing_low_5d_cash,4021.75
swing_high_25d_cash,4382.22
swing_low_25d_cash,3959.13
