asset,XAUUSD
date,2026-07-01
n_prior_sessions,64
last_bar_date,2026-06-30
prev_close_full,4007.59
prev_open_full,4018.17
prev_high_full,4063.44
prev_low_full,3943.08
atr14_full,114.585
rsi2_full,0.0
d_full_P,4004.7033
d_full_R1,4066.3267
d_full_S1,3945.9667
d_full_R2,4125.0633
d_full_S2,3884.3433
d_full_R3,4186.6867
d_full_S3,3825.6067
prev_open_cash,4023.66
prev_high_cash,4063.44
prev_low_cash,4013.31
prev_close_cash,4016.21
atr14_cash,90.3479
rsi2_cash,0.6595
d_cash_P,4030.9867
d_cash_R1,4048.6633
d_cash_S1,3998.5333
d_cash_R2,4081.1167
d_cash_S2,3980.8567
d_cash_R3,4098.7933
d_cash_S3,3948.4033
w_full_period,2026-W26
w_full_P,4086.99
w_full_R1,4214.85
w_full_S1,3953.36
w_full_R2,4348.48
w_full_S2,3825.5
w_full_R3,4476.34
w_full_S3,3691.87
w_cash_period,2026-W26
w_cash_P,4080.47
w_cash_R1,4201.81
w_cash_S1,3950.23
w_cash_R2,4332.05
w_cash_S2,3828.89
w_cash_R3,4453.39
w_cash_S3,3698.65
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4115.19
swing_low_5d_full,3943.08
swing_high_25d_full,4595.21
swing_low_25d_full,3943.08
swing_high_5d_cash,4096.07
swing_low_5d_cash,3959.13
swing_high_25d_cash,4595.21
swing_low_25d_cash,3959.13
