asset,XAUUSD
date,2026-06-01
n_prior_sessions,42
last_bar_date,2026-05-29
prev_close_full,4539.99
prev_open_full,4499.1
prev_high_full,4595.21
prev_low_full,4489.1
atr14_full,102.605
rsi2_full,100.0
d_full_P,4541.4333
d_full_R1,4593.7667
d_full_S1,4487.6567
d_full_R2,4647.5433
d_full_S2,4435.3233
d_full_R3,4699.8767
d_full_S3,4381.5467
prev_open_cash,4528.03
prev_high_cash,4595.21
prev_low_cash,4522.42
prev_close_cash,4545.6
atr14_cash,81.5657
rsi2_cash,100.0
d_cash_P,4554.41
d_cash_R1,4586.4
d_cash_S1,4513.61
d_cash_R2,4627.2
d_cash_S2,4481.62
d_cash_R3,4659.19
d_cash_S3,4440.82
w_full_period,2026-W22
w_full_P,4500.5167
w_full_R1,4634.6833
w_full_S1,4405.8233
w_full_R2,4729.3767
w_full_S2,4271.6567
w_full_R3,4863.5433
w_full_S3,4176.9633
w_cash_period,2026-W22
w_cash_P,4515.1967
w_cash_R1,4625.6133
w_cash_S1,4435.1833
w_cash_R2,4705.6267
w_cash_S2,4324.7667
w_cash_R3,4816.0433
w_cash_S3,4244.7533
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4595.21
swing_low_5d_full,4366.35
swing_high_25d_full,4773.37
swing_low_25d_full,4366.35
swing_high_5d_cash,4595.21
swing_low_5d_cash,4404.78
swing_high_25d_cash,4764.75
swing_low_25d_cash,4404.78
