asset,XAUUSD
date,2026-07-23
n_prior_sessions,80
last_bar_date,2026-07-22
prev_close_full,4129.91
prev_open_full,4079.8
prev_high_full,4166.07
prev_low_full,4076.85
atr14_full,86.0479
rsi2_full,100.0
d_full_P,4124.2767
d_full_R1,4171.7033
d_full_S1,4082.4833
d_full_R2,4213.4967
d_full_S2,4035.0567
d_full_R3,4260.9233
d_full_S3,3993.2633
prev_open_cash,4131.76
prev_high_cash,4166.07
prev_low_cash,4128.97
prev_close_cash,4131.87
atr14_cash,71.0407
rsi2_cash,100.0
d_cash_P,4142.3033
d_cash_R1,4155.6367
d_cash_S1,4118.5367
d_cash_R2,4179.4033
d_cash_S2,4105.2033
d_cash_R3,4192.7367
d_cash_S3,4081.4367
w_full_period,2026-W29
w_full_P,4026.44
w_full_R1,4093.23
w_full_S1,3949.71
w_full_R2,4169.96
w_full_S2,3882.92
w_full_R3,4236.75
w_full_S3,3806.19
w_cash_period,2026-W29
w_cash_P,4026.6367
w_cash_R1,4089.3733
w_cash_S1,3952.6533
w_cash_R2,4163.3567
w_cash_S2,3889.9167
w_cash_R3,4226.0933
w_cash_S3,3815.9333
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4166.07
swing_low_5d_full,3959.65
swing_high_25d_full,4329.82
swing_low_25d_full,3943.08
swing_high_5d_cash,4166.07
swing_low_5d_cash,3963.9
swing_high_25d_cash,4276.67
swing_low_25d_cash,3959.13
