asset,XAUUSD
date,2026-05-12
n_prior_sessions,28
last_bar_date,2026-05-11
prev_close_full,4734.78
prev_open_full,4698.4
prev_high_full,4748.5
prev_low_full,4648.07
atr14_full,98.0079
rsi2_full,100.0
d_full_P,4710.45
d_full_R1,4772.83
d_full_S1,4672.4
d_full_R2,4810.88
d_full_S2,4610.02
d_full_R3,4873.26
d_full_S3,4571.97
prev_open_cash,4728.81
prev_high_cash,4748.5
prev_low_cash,4708.26
prev_close_cash,4733.67
atr14_cash,81.0843
rsi2_cash,100.0
d_cash_P,4730.1433
d_cash_R1,4752.0267
d_cash_S1,4711.7867
d_cash_R2,4770.3833
d_cash_S2,4689.9033
d_cash_R3,4792.2667
d_cash_S3,4671.5467
w_full_period,2026-W19
w_full_P,4660.2833
w_full_R1,4819.9067
w_full_S1,4555.8167
w_full_R2,4924.3733
w_full_S2,4396.1933
w_full_R3,5083.9967
w_full_S3,4291.7267
w_cash_period,2026-W19
w_cash_P,4663.1133
w_cash_R1,4825.5667
w_cash_S1,4561.4767
w_cash_R2,4927.2033
w_cash_S2,4399.0233
w_cash_R3,5089.6567
w_cash_S3,4297.3867
m_full_period,2026-04
m_full_P,4673.69
m_full_R1,4837.19
m_full_S1,4458.18
m_full_R2,5052.7
m_full_S2,4294.68
m_full_R3,5216.2
m_full_S3,4079.17
m_cash_period,2026-04
m_cash_P,4670.91
m_cash_R1,4831.63
m_cash_S1,4456.29
m_cash_R2,5046.25
m_cash_S2,4295.57
m_cash_R3,5206.97
m_cash_S3,4080.95
swing_high_5d_full,4764.75
swing_low_5d_full,4513.54
swing_high_25d_full,4889.2
swing_low_25d_full,4500.66
swing_high_5d_cash,4764.75
swing_low_5d_cash,4551.51
swing_high_25d_cash,4885.53
swing_low_25d_cash,4500.66
