asset,XAUUSD
date,2026-06-18
n_prior_sessions,55
last_bar_date,2026-06-17
prev_close_full,4257.88
prev_open_full,4334.52
prev_high_full,4382.22
prev_low_full,4219.02
atr14_full,118.2029
rsi2_full,23.1301
d_full_P,4286.3733
d_full_R1,4353.7267
d_full_S1,4190.5267
d_full_R2,4449.5733
d_full_S2,4123.1733
d_full_R3,4516.9267
d_full_S3,4027.3267
prev_open_cash,4335.59
prev_high_cash,4382.22
prev_low_cash,4219.02
prev_close_cash,4235.78
atr14_cash,103.38
rsi2_cash,12.2632
d_cash_P,4279.0067
d_cash_R1,4338.9933
d_cash_S1,4175.7933
d_cash_R2,4442.2067
d_cash_S2,4115.8067
d_cash_R3,4502.1933
d_cash_S3,4012.5933
w_full_period,2026-W24
w_full_P,4201.48
w_full_R1,4379.05
w_full_S1,4039.42
w_full_R2,4541.11
w_full_S2,3861.85
w_full_R3,4718.68
w_full_S3,3699.79
w_cash_period,2026-W24
w_cash_P,4209.1067
w_cash_R1,4365.1833
w_cash_S1,4054.6733
w_cash_R2,4519.6167
w_cash_S2,3898.5967
w_cash_R3,4675.6933
w_cash_S3,3744.1633
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4382.22
swing_low_5d_full,4023.91
swing_high_25d_full,4718.75
swing_low_25d_full,4023.91
swing_high_5d_cash,4382.22
swing_low_5d_cash,4053.03
swing_high_25d_cash,4700.77
swing_low_25d_cash,4053.03
