asset,XAUUSD
date,2026-06-30
n_prior_sessions,63
last_bar_date,2026-06-29
prev_close_full,4016.68
prev_open_full,4079.2
prev_high_full,4086.14
prev_low_full,4000.66
atr14_full,119.7207
rsi2_full,45.8148
d_full_P,4034.4933
d_full_R1,4068.3267
d_full_S1,3982.8467
d_full_R2,4119.9733
d_full_S2,3949.0133
d_full_R3,4153.8067
d_full_S3,3897.3667
prev_open_cash,4037.84
prev_high_cash,4044.58
prev_low_cash,4000.66
prev_close_cash,4015.84
atr14_cash,99.4107
rsi2_cash,44.5748
d_cash_P,4020.36
d_cash_R1,4040.06
d_cash_S1,3996.14
d_cash_R2,4064.28
d_cash_S2,3976.44
d_cash_R3,4083.98
d_cash_S3,3952.22
w_full_period,2026-W26
w_full_P,4086.99
w_full_R1,4214.85
w_full_S1,3953.36
w_full_R2,4348.48
w_full_S2,3825.5
w_full_R3,4476.34
w_full_S3,3691.87
w_cash_period,2026-W26
w_cash_P,4080.47
w_cash_R1,4201.81
w_cash_S1,3950.23
w_cash_R2,4332.05
w_cash_S2,3828.89
w_cash_R3,4453.39
w_cash_S3,3698.65
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4198.35
swing_low_5d_full,3959.13
swing_high_25d_full,4595.21
swing_low_25d_full,3959.13
swing_high_5d_cash,4144.73
swing_low_5d_cash,3959.13
swing_high_25d_cash,4595.21
swing_low_25d_cash,3959.13
