asset,XAUUSD
date,2026-07-10
n_prior_sessions,71
last_bar_date,2026-07-09
prev_close_full,4123.75
prev_open_full,4077.93
prev_high_full,4138.09
prev_low_full,4054.23
atr14_full,103.4821
rsi2_full,61.8799
d_full_P,4105.3567
d_full_R1,4156.4833
d_full_S1,4072.6233
d_full_R2,4189.2167
d_full_S2,4021.4967
d_full_R3,4240.3433
d_full_S3,3988.7633
prev_open_cash,4126.23
prev_high_cash,4138.09
prev_low_cash,4114.25
prev_close_cash,4122.47
atr14_cash,77.0629
rsi2_cash,55.4391
d_cash_P,4124.9367
d_cash_R1,4135.6233
d_cash_S1,4111.7833
d_cash_R2,4148.7767
d_cash_S2,4101.0967
d_cash_R3,4159.4633
d_cash_S3,4087.9433
w_full_period,2026-W27
w_full_P,4104.4633
w_full_R1,4265.8467
w_full_S1,4013.5867
w_full_R2,4356.7233
w_full_S2,3852.2033
w_full_R3,4518.1067
w_full_S3,3761.3267
w_cash_period,2026-W27
w_cash_P,4117.3667
w_cash_R1,4234.0733
w_cash_S1,4058.2633
w_cash_R2,4293.1767
w_cash_S2,3941.5567
w_cash_R3,4409.8833
w_cash_S3,3882.4533
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4202.71
swing_low_5d_full,4021.75
swing_high_25d_full,4481.46
swing_low_25d_full,3943.08
swing_high_5d_cash,4180.52
swing_low_5d_cash,4021.75
swing_high_25d_cash,4409.48
swing_low_25d_cash,3959.13
