asset,XAUUSD
date,2026-06-17
n_prior_sessions,54
last_bar_date,2026-06-16
prev_close_full,4331.26
prev_open_full,4311.16
prev_high_full,4354.98
prev_low_full,4305.92
atr14_full,117.2764
rsi2_full,100.0
d_full_P,4330.72
d_full_R1,4355.52
d_full_S1,4306.46
d_full_R2,4379.78
d_full_S2,4281.66
d_full_R3,4404.58
d_full_S3,4257.4
prev_open_cash,4335.2
prev_high_cash,4347.02
prev_low_cash,4313.3
prev_close_cash,4334.44
atr14_cash,98.7479
rsi2_cash,100.0
d_cash_P,4331.5867
d_cash_R1,4349.8733
d_cash_S1,4316.1533
d_cash_R2,4365.3067
d_cash_S2,4297.8667
d_cash_R3,4383.5933
d_cash_S3,4282.4333
w_full_period,2026-W24
w_full_P,4201.48
w_full_R1,4379.05
w_full_S1,4039.42
w_full_R2,4541.11
w_full_S2,3861.85
w_full_R3,4718.68
w_full_S3,3699.79
w_cash_period,2026-W24
w_cash_P,4209.1067
w_cash_R1,4365.1833
w_cash_S1,4054.6733
w_cash_R2,4519.6167
w_cash_S2,3898.5967
w_cash_R3,4675.6933
w_cash_S3,3744.1633
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4369.51
swing_low_5d_full,4023.91
swing_high_25d_full,4726.77
swing_low_25d_full,4023.91
swing_high_5d_cash,4369.51
swing_low_5d_cash,4053.03
swing_high_25d_cash,4709.73
swing_low_25d_cash,4053.03
