asset,XAUUSD
date,2026-07-20
n_prior_sessions,77
last_bar_date,2026-07-17
prev_close_full,4016.5
prev_open_full,3977.65
prev_high_full,4023.83
prev_low_full,3959.65
atr14_full,97.1236
rsi2_full,32.3005
d_full_P,3999.9933
d_full_R1,4040.3367
d_full_S1,3976.1567
d_full_R2,4064.1733
d_full_S2,3935.8133
d_full_R3,4104.5167
d_full_S3,3911.9767
prev_open_cash,3968.38
prev_high_cash,4023.83
prev_low_cash,3963.9
prev_close_cash,4015.39
atr14_cash,76.1936
rsi2_cash,31.4971
d_cash_P,4001.04
d_cash_R1,4038.18
d_cash_S1,3978.25
d_cash_R2,4060.97
d_cash_S2,3941.11
d_cash_R3,4098.11
d_cash_S3,3918.32
w_full_period,2026-W29
w_full_P,4026.44
w_full_R1,4093.23
w_full_S1,3949.71
w_full_R2,4169.96
w_full_S2,3882.92
w_full_R3,4236.75
w_full_S3,3806.19
w_cash_period,2026-W29
w_cash_P,4026.6367
w_cash_R1,4089.3733
w_cash_S1,3952.6533
w_cash_R2,4163.3567
w_cash_S2,3889.9167
w_cash_R3,4226.0933
w_cash_S3,3815.9333
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4103.17
swing_low_5d_full,3959.65
swing_high_25d_full,4382.22
swing_low_25d_full,3943.08
swing_high_5d_cash,4100.62
swing_low_5d_cash,3963.9
swing_high_25d_cash,4382.22
swing_low_25d_cash,3959.13
