asset,XAUUSD
date,2026-06-10
n_prior_sessions,49
last_bar_date,2026-06-09
prev_close_full,4259.36
prev_open_full,4330.54
prev_high_full,4363.54
prev_low_full,4236.82
atr14_full,100.6
rsi2_full,3.0632
d_full_P,4286.5733
d_full_R1,4336.3267
d_full_S1,4209.6067
d_full_R2,4413.2933
d_full_S2,4159.8533
d_full_R3,4463.0467
d_full_S3,4082.8867
prev_open_cash,4331.08
prev_high_cash,4363.54
prev_low_cash,4236.82
prev_close_cash,4258.74
atr14_cash,83.6314
rsi2_cash,10.3694
d_cash_P,4286.3667
d_cash_R1,4335.9133
d_cash_S1,4209.1933
d_cash_R2,4413.0867
d_cash_S2,4159.6467
d_cash_R3,4462.6333
d_cash_S3,4082.4733
w_full_period,2026-W23
w_full_P,4395.13
w_full_R1,4478.44
w_full_S1,4244.39
w_full_R2,4629.18
w_full_S2,4161.08
w_full_R3,4712.49
w_full_S3,4010.34
w_cash_period,2026-W23
w_cash_P,4382.7433
w_cash_R1,4451.5167
w_cash_S1,4250.0467
w_cash_R2,4584.2133
w_cash_S2,4181.2733
w_cash_R3,4652.9867
w_cash_S3,4048.5767
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4515.44
swing_low_5d_full,4236.82
swing_high_25d_full,4773.37
swing_low_25d_full,4236.82
swing_high_5d_cash,4515.44
swing_low_5d_cash,4236.82
swing_high_25d_cash,4764.75
swing_low_25d_cash,4236.82
