asset,XAUUSD
date,2026-07-28
n_prior_sessions,83
last_bar_date,2026-07-27
prev_close_full,4076.66
prev_open_full,4089.78
prev_high_full,4116.18
prev_low_full,4065.37
atr14_full,85.1286
rsi2_full,100.0
d_full_P,4086.07
d_full_R1,4106.77
d_full_S1,4055.96
d_full_R2,4136.88
d_full_S2,4035.26
d_full_R3,4157.58
d_full_S3,4005.15
prev_open_cash,4076.25
prev_high_cash,4093.97
prev_low_cash,4065.37
prev_close_cash,4083.38
atr14_cash,69.57
rsi2_cash,100.0
d_cash_P,4080.9067
d_cash_R1,4096.4433
d_cash_S1,4067.8433
d_cash_R2,4109.5067
d_cash_S2,4052.3067
d_cash_R3,4125.0433
d_cash_S3,4039.2433
w_full_period,2026-W30
w_full_P,4067.44
w_full_R1,4152.1
w_full_S1,3968.81
w_full_R2,4250.73
w_full_S2,3884.15
w_full_R3,4335.39
w_full_S3,3785.52
w_cash_period,2026-W30
w_cash_P,4072.7133
w_cash_R1,4147.1667
w_cash_S1,3979.3567
w_cash_R2,4240.5233
w_cash_S2,3904.9033
w_cash_R3,4314.9767
w_cash_S3,3811.5467
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4166.07
swing_low_5d_full,3999.75
swing_high_25d_full,4202.71
swing_low_25d_full,3943.08
swing_high_5d_cash,4166.07
swing_low_5d_cash,4040.24
swing_high_25d_cash,4180.52
swing_low_25d_cash,3959.13
