asset,XAUUSD
date,2026-06-16
n_prior_sessions,53
last_bar_date,2026-06-15
prev_close_full,4309.18
prev_open_full,4268.73
prev_high_full,4369.51
prev_low_full,4265.62
atr14_full,122.755
rsi2_full,100.0
d_full_P,4314.77
d_full_R1,4363.92
d_full_S1,4260.03
d_full_R2,4418.66
d_full_S2,4210.88
d_full_R3,4467.81
d_full_S3,4156.14
prev_open_cash,4353.38
prev_high_cash,4369.51
prev_low_cash,4316.63
prev_close_cash,4320.65
atr14_cash,103.775
rsi2_cash,100.0
d_cash_P,4335.5967
d_cash_R1,4354.5633
d_cash_S1,4301.6833
d_cash_R2,4388.4767
d_cash_S2,4282.7167
d_cash_R3,4407.4433
d_cash_S3,4248.8033
w_full_period,2026-W24
w_full_P,4201.48
w_full_R1,4379.05
w_full_S1,4039.42
w_full_R2,4541.11
w_full_S2,3861.85
w_full_R3,4718.68
w_full_S3,3699.79
w_cash_period,2026-W24
w_cash_P,4209.1067
w_cash_R1,4365.1833
w_cash_S1,4054.6733
w_cash_R2,4519.6167
w_cash_S2,3898.5967
w_cash_R3,4675.6933
w_cash_S3,3744.1633
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4369.51
swing_low_5d_full,4023.91
swing_high_25d_full,4773.37
swing_low_25d_full,4023.91
swing_high_5d_cash,4369.51
swing_low_5d_cash,4053.03
swing_high_25d_cash,4715.61
swing_low_25d_cash,4053.03
