asset,XAUUSD
date,2026-07-07
n_prior_sessions,68
last_bar_date,2026-07-06
prev_close_full,4164.93
prev_open_full,4178.28
prev_high_full,4202.71
prev_low_full,4128.51
atr14_full,110.5214
rsi2_full,83.6001
d_full_P,4165.3833
d_full_R1,4202.2567
d_full_S1,4128.0567
d_full_R2,4239.5833
d_full_S2,4091.1833
d_full_R3,4276.4567
d_full_S3,4053.8567
prev_open_cash,4142.26
prev_high_cash,4167.55
prev_low_cash,4128.51
prev_close_cash,4163.84
atr14_cash,82.3579
rsi2_cash,82.8267
d_cash_P,4153.3
d_cash_R1,4178.09
d_cash_S1,4139.05
d_cash_R2,4192.34
d_cash_S2,4114.26
d_cash_R3,4217.13
d_cash_S3,4100.01
w_full_period,2026-W27
w_full_P,4104.4633
w_full_R1,4265.8467
w_full_S1,4013.5867
w_full_R2,4356.7233
w_full_S2,3852.2033
w_full_R3,4518.1067
w_full_S3,3761.3267
w_cash_period,2026-W27
w_cash_P,4117.3667
w_cash_R1,4234.0733
w_cash_S1,4058.2633
w_cash_R2,4293.1767
w_cash_S2,3941.5567
w_cash_R3,4409.8833
w_cash_S3,3882.4533
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4202.71
swing_low_5d_full,3943.08
swing_high_25d_full,4541.57
swing_low_25d_full,3943.08
swing_high_5d_cash,4176.47
swing_low_5d_cash,4013.31
swing_high_25d_cash,4515.44
swing_low_25d_cash,3959.13
