asset,XAUUSD
date,2026-05-28
n_prior_sessions,40
last_bar_date,2026-05-27
prev_close_full,4456.29
prev_open_full,4515.43
prev_high_full,4527.24
prev_low_full,4401.48
atr14_full,96.3007
rsi2_full,0.0
d_full_P,4461.67
d_full_R1,4521.86
d_full_S1,4396.1
d_full_R2,4587.43
d_full_S2,4335.91
d_full_R3,4647.62
d_full_S3,4270.34
prev_open_cash,4404.86
prev_high_cash,4458.33
prev_low_cash,4404.78
prev_close_cash,4450.91
atr14_cash,73.8514
rsi2_cash,0.0
d_cash_P,4438.0067
d_cash_R1,4471.2333
d_cash_S1,4417.6833
d_cash_R2,4491.5567
d_cash_S2,4384.4567
d_cash_R3,4524.7833
d_cash_S3,4364.1333
w_full_period,2026-W21
w_full_P,4516.4567
w_full_R1,4579.2833
w_full_S1,4443.9033
w_full_R2,4651.8367
w_full_S2,4381.0767
w_full_R3,4714.6633
w_full_S3,4308.5233
w_cash_period,2026-W21
w_cash_P,4519.18
w_cash_R1,4573.41
w_cash_S1,4454.09
w_cash_R2,4638.5
w_cash_S2,4399.86
w_cash_R3,4692.73
w_cash_S3,4334.77
m_full_period,2026-04
m_full_P,4673.69
m_full_R1,4837.19
m_full_S1,4458.18
m_full_R2,5052.7
m_full_S2,4294.68
m_full_R3,5216.2
m_full_S3,4079.17
m_cash_period,2026-04
m_cash_P,4670.91
m_cash_R1,4831.63
m_cash_S1,4456.29
m_cash_R2,5046.25
m_cash_S2,4295.57
m_cash_R3,5206.97
m_cash_S3,4080.95
swing_high_5d_full,4580.13
swing_low_5d_full,4401.48
swing_high_25d_full,4773.37
swing_low_25d_full,4401.48
swing_high_5d_cash,4577.75
swing_low_5d_cash,4404.78
swing_high_25d_cash,4764.75
swing_low_25d_cash,4404.78
