asset,XAUUSD
date,2026-07-29
n_prior_sessions,84
last_bar_date,2026-07-28
prev_close_full,4028.63
prev_open_full,4081.18
prev_high_full,4081.91
prev_low_full,4011.47
atr14_full,82.1414
rsi2_full,32.5611
d_full_P,4040.67
d_full_R1,4069.87
d_full_S1,3999.43
d_full_R2,4111.11
d_full_S2,3970.23
d_full_R3,4140.31
d_full_S3,3928.99
prev_open_cash,4029.11
prev_high_cash,4047.11
prev_low_cash,4011.47
prev_close_cash,4026.39
atr14_cash,68.105
rsi2_cash,34.1613
d_cash_P,4028.3233
d_cash_R1,4045.1767
d_cash_S1,4009.5367
d_cash_R2,4063.9633
d_cash_S2,3992.6833
d_cash_R3,4080.8167
d_cash_S3,3973.8967
w_full_period,2026-W30
w_full_P,4067.44
w_full_R1,4152.1
w_full_S1,3968.81
w_full_R2,4250.73
w_full_S2,3884.15
w_full_R3,4335.39
w_full_S3,3785.52
w_cash_period,2026-W30
w_cash_P,4072.7133
w_cash_R1,4147.1667
w_cash_S1,3979.3567
w_cash_R2,4240.5233
w_cash_S2,3904.9033
w_cash_R3,4314.9767
w_cash_S3,3811.5467
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4166.07
swing_low_5d_full,4011.47
swing_high_25d_full,4202.71
swing_low_25d_full,3943.08
swing_high_5d_cash,4166.07
swing_low_5d_cash,4011.47
swing_high_25d_cash,4180.52
swing_low_25d_cash,3959.13
