asset,XAUUSD
date,2026-05-11
n_prior_sessions,27
last_bar_date,2026-05-08
prev_close_full,4715.44
prev_open_full,4687.07
prev_high_full,4749.36
prev_low_full,4681.71
atr14_full,102.5964
rsi2_full,88.3219
d_full_P,4715.5033
d_full_R1,4749.2967
d_full_S1,4681.6467
d_full_R2,4783.1533
d_full_S2,4647.8533
d_full_R3,4816.9467
d_full_S3,4613.9967
prev_open_cash,4727.3
prev_high_cash,4749.36
prev_low_cash,4702.02
prev_close_cash,4723.93
atr14_cash,88.6286
rsi2_cash,100.0
d_cash_P,4725.1033
d_cash_R1,4748.1867
d_cash_S1,4700.8467
d_cash_R2,4772.4433
d_cash_S2,4677.7633
d_cash_R3,4795.5267
d_cash_S3,4653.5067
w_full_period,2026-W19
w_full_P,4660.2833
w_full_R1,4819.9067
w_full_S1,4555.8167
w_full_R2,4924.3733
w_full_S2,4396.1933
w_full_R3,5083.9967
w_full_S3,4291.7267
w_cash_period,2026-W19
w_cash_P,4663.1133
w_cash_R1,4825.5667
w_cash_S1,4561.4767
w_cash_R2,4927.2033
w_cash_S2,4399.0233
w_cash_R3,5089.6567
w_cash_S3,4297.3867
m_full_period,2026-04
m_full_P,4673.69
m_full_R1,4837.19
m_full_S1,4458.18
m_full_R2,5052.7
m_full_S2,4294.68
m_full_R3,5216.2
m_full_S3,4079.17
m_cash_period,2026-04
m_cash_P,4670.91
m_cash_R1,4831.63
m_cash_S1,4456.29
m_cash_R2,5046.25
m_cash_S2,4295.57
m_cash_R3,5206.97
m_cash_S3,4080.95
swing_high_5d_full,4764.75
swing_low_5d_full,4500.66
swing_high_25d_full,4889.2
swing_low_25d_full,4500.66
swing_high_5d_cash,4764.75
swing_low_5d_cash,4500.66
swing_high_25d_cash,4885.53
swing_low_25d_cash,4500.66
