asset,XAUUSD
date,2026-07-30
n_prior_sessions,85
last_bar_date,2026-07-29
prev_close_full,4066.26
prev_open_full,4027.87
prev_high_full,4116.6
prev_low_full,3995.94
atr14_full,84.77
rsi2_full,43.9295
d_full_P,4059.6
d_full_R1,4123.26
d_full_S1,4002.6
d_full_R2,4180.26
d_full_S2,3938.94
d_full_R3,4243.92
d_full_S3,3881.94
prev_open_cash,4014.46
prev_high_cash,4116.6
prev_low_cash,3995.94
prev_close_cash,4044.85
atr14_cash,72.5864
rsi2_cash,24.4665
d_cash_P,4052.4633
d_cash_R1,4108.9867
d_cash_S1,3988.3267
d_cash_R2,4173.1233
d_cash_S2,3931.8033
d_cash_R3,4229.6467
d_cash_S3,3867.6667
w_full_period,2026-W30
w_full_P,4067.44
w_full_R1,4152.1
w_full_S1,3968.81
w_full_R2,4250.73
w_full_S2,3884.15
w_full_R3,4335.39
w_full_S3,3785.52
w_cash_period,2026-W30
w_cash_P,4072.7133
w_cash_R1,4147.1667
w_cash_S1,3979.3567
w_cash_R2,4240.5233
w_cash_S2,3904.9033
w_cash_R3,4314.9767
w_cash_S3,3811.5467
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4141.09
swing_low_5d_full,3995.94
swing_high_25d_full,4202.71
swing_low_25d_full,3943.08
swing_high_5d_cash,4116.6
swing_low_5d_cash,3995.94
swing_high_25d_cash,4180.52
swing_low_25d_cash,3963.9
