asset,XAUUSD
date,2026-06-24
n_prior_sessions,59
last_bar_date,2026-06-23
prev_close_full,4110.32
prev_open_full,4191.98
prev_high_full,4198.35
prev_low_full,4090.85
atr14_full,122.3607
rsi2_full,30.5253
d_full_P,4133.1733
d_full_R1,4175.4967
d_full_S1,4067.9967
d_full_R2,4240.6733
d_full_S2,4025.6733
d_full_R3,4282.9967
d_full_S3,3960.4967
prev_open_cash,4115.98
prev_high_cash,4144.73
prev_low_cash,4110.05
prev_close_cash,4111.57
atr14_cash,102.8557
rsi2_cash,30.6072
d_cash_P,4122.1167
d_cash_R1,4134.1833
d_cash_S1,4099.5033
d_cash_R2,4156.7967
d_cash_S2,4087.4367
d_cash_R3,4168.8633
d_cash_S3,4064.8233
w_full_period,2026-W25
w_full_P,4219.9633
w_full_R1,4318.0267
w_full_S1,4057.7067
w_full_R2,4480.2833
w_full_S2,3959.6433
w_full_R3,4578.3467
w_full_S3,3797.3867
w_cash_period,2026-W25
w_cash_P,4226.8667
w_cash_R1,4311.1233
w_cash_S1,4071.5133
w_cash_R2,4466.4767
w_cash_S2,3987.2567
w_cash_R3,4550.7333
w_cash_S3,3831.9033
m_full_period,2026-05
m_full_P,4559.9033
m_full_R1,4753.4567
m_full_S1,4346.4367
m_full_R2,4966.9233
m_full_S2,4152.8833
m_full_R3,5160.4767
m_full_S3,3939.4167
m_cash_period,2026-05
m_cash_P,4571.71
m_cash_R1,4738.64
m_cash_S1,4378.67
m_cash_R2,4931.68
m_cash_S2,4211.74
m_cash_R3,5098.61
m_cash_S3,4018.7
swing_high_5d_full,4382.22
swing_low_5d_full,4090.85
swing_high_25d_full,4595.21
swing_low_25d_full,4023.91
swing_high_5d_cash,4382.22
swing_low_5d_cash,4110.05
swing_high_25d_cash,4595.21
swing_low_25d_cash,4053.03
