asset,XAUUSD
date,2026-05-19
n_prior_sessions,33
last_bar_date,2026-05-18
prev_close_full,4566.15
prev_open_full,4531.52
prev_high_full,4584.27
prev_low_full,4480.3
atr14_full,104.1686
rsi2_full,19.5746
d_full_P,4543.5733
d_full_R1,4606.8467
d_full_S1,4502.8767
d_full_R2,4647.5433
d_full_S2,4439.6033
d_full_R3,4710.8167
d_full_S3,4398.9067
prev_open_cash,4571.97
prev_high_cash,4584.27
prev_low_cash,4532.18
prev_close_cash,4558.66
atr14_cash,81.1886
rsi2_cash,10.4391
d_cash_P,4558.37
d_cash_R1,4584.56
d_cash_S1,4532.47
d_cash_R2,4610.46
d_cash_S2,4506.28
d_cash_R3,4636.65
d_cash_S3,4480.38
w_full_period,2026-W20
w_full_P,4607.8533
w_full_R1,4703.9667
w_full_S1,4442.3367
w_full_R2,4869.4833
w_full_S2,4346.2233
w_full_R3,4965.5967
w_full_S3,4180.7067
w_cash_period,2026-W20
w_cash_P,4602.1
w_cash_R1,4692.46
w_cash_S1,4455.7
w_cash_R2,4838.86
w_cash_S2,4365.34
w_cash_R3,4929.22
w_cash_S3,4218.94
m_full_period,2026-04
m_full_P,4673.69
m_full_R1,4837.19
m_full_S1,4458.18
m_full_R2,5052.7
m_full_S2,4294.68
m_full_R3,5216.2
m_full_S3,4079.17
m_cash_period,2026-04
m_cash_P,4670.91
m_cash_R1,4831.63
m_cash_S1,4456.29
m_cash_R2,5046.25
m_cash_S2,4295.57
m_cash_R3,5206.97
m_cash_S3,4080.95
swing_high_5d_full,4773.37
swing_low_5d_full,4480.3
swing_high_25d_full,4889.2
swing_low_25d_full,4480.3
swing_high_5d_cash,4715.61
swing_low_5d_cash,4511.74
swing_high_25d_cash,4885.53
swing_low_25d_cash,4500.66
