asset,XAUUSD
date,2026-07-27
n_prior_sessions,82
last_bar_date,2026-07-24
prev_close_full,4053.47
prev_open_full,4049.18
prev_high_full,4082.13
prev_low_full,4022.07
atr14_full,86.9436
rsi2_full,4.7478
d_full_P,4052.5567
d_full_R1,4083.0433
d_full_S1,4022.9833
d_full_R2,4112.6167
d_full_S2,3992.4967
d_full_R3,4143.1033
d_full_S3,3962.9233
prev_open_cash,4046.36
prev_high_cash,4082.13
prev_low_cash,4044.75
prev_close_cash,4053.81
atr14_cash,72.9957
rsi2_cash,4.669
d_cash_P,4060.23
d_cash_R1,4075.71
d_cash_S1,4038.33
d_cash_R2,4097.61
d_cash_S2,4022.85
d_cash_R3,4113.09
d_cash_S3,4000.95
w_full_period,2026-W30
w_full_P,4067.44
w_full_R1,4152.1
w_full_S1,3968.81
w_full_R2,4250.73
w_full_S2,3884.15
w_full_R3,4335.39
w_full_S3,3785.52
w_cash_period,2026-W30
w_cash_P,4072.7133
w_cash_R1,4147.1667
w_cash_S1,3979.3567
w_cash_R2,4240.5233
w_cash_S2,3904.9033
w_cash_R3,4314.9767
w_cash_S3,3811.5467
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4166.07
swing_low_5d_full,3982.78
swing_high_25d_full,4220.62
swing_low_25d_full,3943.08
swing_high_5d_cash,4166.07
swing_low_5d_cash,3998.26
swing_high_25d_cash,4210.71
swing_low_25d_cash,3959.13
