asset,XAUUSD
date,2026-07-09
n_prior_sessions,70
last_bar_date,2026-07-08
prev_close_full,4077.47
prev_open_full,4094.61
prev_high_full,4134.01
prev_low_full,4021.75
atr14_full,104.0221
rsi2_full,0.0
d_full_P,4077.7433
d_full_R1,4133.7367
d_full_S1,4021.4767
d_full_R2,4190.0033
d_full_S2,3965.4833
d_full_R3,4245.9967
d_full_S3,3909.2167
prev_open_cash,4066.76
prev_high_cash,4091.49
prev_low_cash,4021.75
prev_close_cash,4080.17
atr14_cash,78.2379
rsi2_cash,0.0
d_cash_P,4064.47
d_cash_R1,4107.19
d_cash_S1,4037.45
d_cash_R2,4134.21
d_cash_S2,3994.73
d_cash_R3,4176.93
d_cash_S3,3967.71
w_full_period,2026-W27
w_full_P,4104.4633
w_full_R1,4265.8467
w_full_S1,4013.5867
w_full_R2,4356.7233
w_full_S2,3852.2033
w_full_R3,4518.1067
w_full_S3,3761.3267
w_cash_period,2026-W27
w_cash_P,4117.3667
w_cash_R1,4234.0733
w_cash_S1,4058.2633
w_cash_R2,4293.1767
w_cash_S2,3941.5567
w_cash_R3,4409.8833
w_cash_S3,3882.4533
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4202.71
swing_low_5d_full,4021.75
swing_high_25d_full,4515.44
swing_low_25d_full,3943.08
swing_high_5d_cash,4180.52
swing_low_5d_cash,4021.75
swing_high_25d_cash,4515.44
swing_low_25d_cash,3959.13
