asset,XAUUSD
date,2026-07-24
n_prior_sessions,81
last_bar_date,2026-07-23
prev_close_full,4049.46
prev_open_full,4118.34
prev_high_full,4141.09
prev_low_full,4040.24
atr14_full,87.9536
rsi2_full,39.3059
d_full_P,4076.93
d_full_R1,4113.62
d_full_S1,4012.77
d_full_R2,4177.78
d_full_S2,3976.08
d_full_R3,4214.47
d_full_S3,3911.92
prev_open_cash,4058.84
prev_high_cash,4067.38
prev_low_cash,4040.24
prev_close_cash,4049.79
atr14_cash,73.6443
rsi2_cash,36.5982
d_cash_P,4052.47
d_cash_R1,4064.7
d_cash_S1,4037.56
d_cash_R2,4079.61
d_cash_S2,4025.33
d_cash_R3,4091.84
d_cash_S3,4010.42
w_full_period,2026-W29
w_full_P,4026.44
w_full_R1,4093.23
w_full_S1,3949.71
w_full_R2,4169.96
w_full_S2,3882.92
w_full_R3,4236.75
w_full_S3,3806.19
w_cash_period,2026-W29
w_cash_P,4026.6367
w_cash_R1,4089.3733
w_cash_S1,3952.6533
w_cash_R2,4163.3567
w_cash_S2,3889.9167
w_cash_R3,4226.0933
w_cash_S3,3815.9333
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4166.07
swing_low_5d_full,3959.65
swing_high_25d_full,4220.62
swing_low_25d_full,3943.08
swing_high_5d_cash,4166.07
swing_low_5d_cash,3963.9
swing_high_25d_cash,4210.71
swing_low_25d_cash,3959.13
