asset,XAUUSD
date,2026-07-22
n_prior_sessions,79
last_bar_date,2026-07-21
prev_close_full,4077.81
prev_open_full,4009.42
prev_high_full,4086.52
prev_low_full,3999.75
atr14_full,87.7621
rsi2_full,88.7891
d_full_P,4054.6933
d_full_R1,4109.6367
d_full_S1,4022.8667
d_full_R2,4141.4633
d_full_S2,3967.9233
d_full_R3,4196.4067
d_full_S3,3936.0967
prev_open_cash,4050.99
prev_high_cash,4086.52
prev_low_cash,4044.55
prev_close_cash,4084.49
atr14_cash,72.7236
rsi2_cash,90.2212
d_cash_P,4071.8533
d_cash_R1,4099.1567
d_cash_S1,4057.1867
d_cash_R2,4113.8233
d_cash_S2,4029.8833
d_cash_R3,4141.1267
d_cash_S3,4015.2167
w_full_period,2026-W29
w_full_P,4026.44
w_full_R1,4093.23
w_full_S1,3949.71
w_full_R2,4169.96
w_full_S2,3882.92
w_full_R3,4236.75
w_full_S3,3806.19
w_cash_period,2026-W29
w_cash_P,4026.6367
w_cash_R1,4089.3733
w_cash_S1,3952.6533
w_cash_R2,4163.3567
w_cash_S2,3889.9167
w_cash_R3,4226.0933
w_cash_S3,3815.9333
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4086.52
swing_low_5d_full,3959.65
swing_high_25d_full,4382.22
swing_low_25d_full,3943.08
swing_high_5d_cash,4086.52
swing_low_5d_cash,3963.9
swing_high_25d_cash,4382.22
swing_low_25d_cash,3959.13
