asset,XAUUSD
date,2026-07-16
n_prior_sessions,75
last_bar_date,2026-07-15
prev_close_full,4060.37
prev_open_full,4052.07
prev_high_full,4081.19
prev_low_full,4017.44
atr14_full,99.84
rsi2_full,100.0
d_full_P,4053.0
d_full_R1,4088.56
d_full_S1,4024.81
d_full_R2,4116.75
d_full_S2,3989.25
d_full_R3,4152.31
d_full_S3,3961.06
prev_open_cash,4055.87
prev_high_cash,4081.19
prev_low_cash,4026.89
prev_close_cash,4057.04
atr14_cash,75.6621
rsi2_cash,100.0
d_cash_P,4055.04
d_cash_R1,4083.19
d_cash_S1,4028.89
d_cash_R2,4109.34
d_cash_S2,4000.74
d_cash_R3,4137.49
d_cash_S3,3974.59
w_full_period,2026-W28
w_full_P,4114.5633
w_full_R1,4207.3767
w_full_S1,4026.4167
w_full_R2,4295.5233
w_full_S2,3933.6033
w_full_R3,4388.3367
w_full_S3,3845.4567
w_cash_period,2026-W28
w_cash_P,4103.59
w_cash_R1,4185.43
w_cash_S1,4026.66
w_cash_R2,4262.36
w_cash_S2,3944.82
w_cash_R3,4344.2
w_cash_S3,3867.89
m_full_period,2026-06
m_full_P,4165.5133
m_full_R1,4387.9467
m_full_S1,3785.1567
m_full_R2,4768.3033
m_full_S2,3562.7233
m_full_R3,4990.7367
m_full_S3,3182.3667
m_cash_period,2026-06
m_cash_P,4163.5933
m_cash_R1,4368.0567
m_cash_S1,3811.7467
m_cash_R2,4719.9033
m_cash_S2,3607.2833
m_cash_R3,4924.3667
m_cash_S3,3255.4367
swing_high_5d_full,4138.09
swing_low_5d_full,3983.65
swing_high_25d_full,4382.22
swing_low_25d_full,3943.08
swing_high_5d_cash,4138.09
swing_low_5d_cash,3986.64
swing_high_25d_cash,4382.22
swing_low_25d_cash,3959.13
